Beach Name,Measurement Timestamp,Water Temperature,Turbidity,Transducer Depth,Wave Height,Wave Period,Battery Life,Measurement Timestamp Label,Measurement ID
Ohio Street Beach,08/29/2016 02:00:00 PM,24.3,0.48,,0.169,3,11.8,08/29/2016 2:00 PM,OhioStreetBeach201608291400
Calumet Beach,08/29/2016 03:00:00 PM,24.3,1.09,,0.25,3,11,08/29/2016 3:00 PM,CalumetBeach201608291500
Montrose Beach,08/29/2016 03:00:00 PM,23.6,0.03,,0.217,3,10.6,08/29/2016 3:00 PM,MontroseBeach201608291500
Ohio Street Beach,08/29/2016 03:00:00 PM,24.7,0.4,,0.161,4,11.8,08/29/2016 3:00 PM,OhioStreetBeach201608291500
Calumet Beach,08/29/2016 04:00:00 PM,23.9,0.68,,0.231,2,11,08/29/2016 4:00 PM,CalumetBeach201608291600
Montrose Beach,08/29/2016 04:00:00 PM,23.6,0,,0.23,3,10.7,08/29/2016 4:00 PM,MontroseBeach201608291600
Ohio Street Beach,08/29/2016 04:00:00 PM,24.8,0.38,,0.158,3,11.8,08/29/2016 4:00 PM,OhioStreetBeach201608291600
Calumet Beach,08/29/2016 05:00:00 PM,24.6,2.56,,0.225,3,11,08/29/2016 5:00 PM,CalumetBeach201608291700
Montrose Beach,08/29/2016 05:00:00 PM,24,0,,0.237,3,10.7,08/29/2016 5:00 PM,MontroseBeach201608291700
Ohio Street Beach,08/29/2016 05:00:00 PM,24.8,0.46,,0.167,3,11.8,08/29/2016 5:00 PM,OhioStreetBeach201608291700
Calumet Beach,08/29/2016 06:00:00 PM,24.6,2.71,,0.233,3,11,08/29/2016 6:00 PM,CalumetBeach201608291800
Montrose Beach,08/29/2016 06:00:00 PM,23.7,0,,0.233,3,10.8,08/29/2016 6:00 PM,MontroseBeach201608291800
Ohio Street Beach,08/29/2016 06:00:00 PM,24.4,0.49,,0.141,3,11.8,08/29/2016 6:00 PM,OhioStreetBeach201608291800
Calumet Beach,08/29/2016 07:00:00 PM,24.1,1.12,,0.204,3,11,08/29/2016 7:00 PM,CalumetBeach201608291900
Montrose Beach,08/29/2016 07:00:00 PM,23.6,0,,0.213,3,10.7,08/29/2016 7:00 PM,MontroseBeach201608291900
Ohio Street Beach,08/29/2016 07:00:00 PM,24,0.42,,0.163,3,11.8,08/29/2016 7:00 PM,OhioStreetBeach201608291900
Calumet Beach,08/29/2016 08:00:00 PM,23.7,0.61,,0.206,3,11,08/29/2016 8:00 PM,CalumetBeach201608292000
Montrose Beach,08/29/2016 08:00:00 PM,23.5,0,,0.195,3,10.7,08/29/2016 8:00 PM,MontroseBeach201608292000
Ohio Street Beach,08/29/2016 08:00:00 PM,23.8,0.45,,0.133,3,11.8,08/29/2016 8:00 PM,OhioStreetBeach201608292000
Calumet Beach,08/29/2016 09:00:00 PM,23.6,0.61,,0.196,3,11,08/29/2016 9:00 PM,CalumetBeach201608292100
Montrose Beach,08/29/2016 09:00:00 PM,23.4,0,,0.184,3,10.8,08/29/2016 9:00 PM,MontroseBeach201608292100
Ohio Street Beach,08/29/2016 09:00:00 PM,23.8,0.49,,0.129,3,11.8,08/29/2016 9:00 PM,OhioStreetBeach201608292100
Calumet Beach,08/29/2016 10:00:00 PM,23.5,0.54,,0.198,3,11,08/29/2016 10:00 PM,CalumetBeach201608292200
Montrose Beach,08/29/2016 10:00:00 PM,23.3,0,,0.198,3,10.7,08/29/2016 10:00 PM,MontroseBeach201608292200
Ohio Street Beach,08/29/2016 10:00:00 PM,23.9,0.41,,0.131,3,11.8,08/29/2016 10:00 PM,OhioStreetBeach201608292200
Calumet Beach,08/29/2016 11:00:00 PM,23.4,0.44,,0.181,3,11,08/29/2016 11:00 PM,CalumetBeach201608292300
Montrose Beach,08/29/2016 11:00:00 PM,23.3,0,,0.188,2,10.7,08/29/2016 11:00 PM,MontroseBeach201608292300
Ohio Street Beach,08/29/2016 11:00:00 PM,23.9,0.43,,0.135,3,11.8,08/29/2016 11:00 PM,OhioStreetBeach201608292300
Ohio Street Beach,06/07/2017 12:00:00 PM,16.6,3.92,,0.187,3,10.7,06/07/2017 12:00 PM,OhioStreetBeach201706071200
Ohio Street Beach,06/07/2017 01:00:00 PM,17.5,3.54,,0.187,3,10.7,06/07/2017 1:00 PM,OhioStreetBeach201706071300
Ohio Street Beach,06/07/2017 02:00:00 PM,18.8,4.41,,0.187,3,10.7,06/07/2017 2:00 PM,OhioStreetBeach201706071400
Ohio Street Beach,06/07/2017 03:00:00 PM,18.9,3.79,,0.187,3,10.7,06/07/2017 3:00 PM,OhioStreetBeach201706071500
Ohio Street Beach,06/07/2017 04:00:00 PM,19.2,4.64,,0.187,3,10.7,06/07/2017 4:00 PM,OhioStreetBeach201706071600
Ohio Street Beach,06/07/2017 05:00:00 PM,19,3.64,,0.187,3,10.7,06/07/2017 5:00 PM,OhioStreetBeach201706071700
Ohio Street Beach,06/07/2017 06:00:00 PM,18.5,3.22,,0.187,3,10.7,06/07/2017 6:00 PM,OhioStreetBeach201706071800
Ohio Street Beach,06/07/2017 07:00:00 PM,18,3.42,,0.187,3,10.7,06/07/2017 7:00 PM,OhioStreetBeach201706071900
Ohio Street Beach,06/07/2017 08:00:00 PM,17.2,3.06,,0.187,3,10.7,06/07/2017 8:00 PM,OhioStreetBeach201706072000
Ohio Street Beach,06/07/2017 09:00:00 PM,17.3,3.08,,0.187,3,10.7,06/07/2017 9:00 PM,OhioStreetBeach201706072100
Ohio Street Beach,06/07/2017 10:00:00 PM,17.1,3.28,,0.187,3,10.7,06/07/2017 10:00 PM,OhioStreetBeach201706072200
Ohio Street Beach,06/07/2017 11:00:00 PM,16.9,2.84,,0.187,3,10.7,06/07/2017 11:00 PM,OhioStreetBeach201706072300
Ohio Street Beach,06/08/2017 12:00:00 AM,16.7,2.57,,0.187,3,10.7,06/08/2017 12:00 AM,OhioStreetBeach201706082400
Ohio Street Beach,06/08/2017 01:00:00 AM,16.6,3.12,,0.187,3,10.7,06/08/2017 1:00 AM,OhioStreetBeach201706080100
Ohio Street Beach,06/08/2017 02:00:00 AM,16.4,3,,0.187,3,10.7,06/08/2017 2:00 AM,OhioStreetBeach201706080200
Ohio Street Beach,06/08/2017 03:00:00 AM,16.3,2.91,,0.187,3,10.7,06/08/2017 3:00 AM,OhioStreetBeach201706080300
Ohio Street Beach,06/08/2017 04:00:00 AM,16.1,2.42,,0.187,3,10.7,06/08/2017 4:00 AM,OhioStreetBeach201706080400
Ohio Street Beach,06/08/2017 05:00:00 AM,16,2.42,,0.187,3,10.7,06/08/2017 5:00 AM,OhioStreetBeach201706080500
Ohio Street Beach,06/08/2017 06:00:00 AM,15.9,2.43,,0.187,3,10.7,06/08/2017 6:00 AM,OhioStreetBeach201706080600
Ohio Street Beach,06/08/2017 07:00:00 AM,15.9,2.26,,0.187,3,10.7,06/08/2017 7:00 AM,OhioStreetBeach201706080700
Ohio Street Beach,06/08/2017 08:00:00 AM,16.1,2.05,,0.187,3,10.7,06/08/2017 8:00 AM,OhioStreetBeach201706080800
Ohio Street Beach,06/08/2017 09:00:00 AM,16.5,2.06,,0.187,3,10.7,06/08/2017 9:00 AM,OhioStreetBeach201706080900
Ohio Street Beach,06/08/2017 10:00:00 AM,16.8,1.92,,0.187,3,10.7,06/08/2017 10:00 AM,OhioStreetBeach201706081000
Ohio Street Beach,06/08/2017 11:00:00 AM,17.8,2.03,,0.187,3,10.7,06/08/2017 11:00 AM,OhioStreetBeach201706081100
Ohio Street Beach,06/08/2017 12:00:00 PM,17.8,2.15,,0.187,3,10.7,06/08/2017 12:00 PM,OhioStreetBeach201706081200
Ohio Street Beach,06/09/2017 06:00:00 AM,16.1,1.67,,0.187,3,10.7,06/09/2017 6:00 AM,OhioStreetBeach201706090600
Ohio Street Beach,06/09/2017 09:00:00 AM,16.7,1.64,,0.187,3,10.6,06/09/2017 9:00 AM,OhioStreetBeach201706090900
Calumet Beach,08/30/2016 12:00:00 AM,23.4,0.45,,0.182,3,11,08/30/2016 12:00 AM,CalumetBeach201608302400
Montrose Beach,08/30/2016 12:00:00 AM,23.9,0,,0.19,3,10.8,08/30/2016 12:00 AM,MontroseBeach201608302400
Ohio Street Beach,08/30/2016 12:00:00 AM,23.7,0.49,,0.126,3,11.8,08/30/2016 12:00 AM,OhioStreetBeach201608302400
Calumet Beach,08/30/2016 01:00:00 AM,23.4,0.84,,0.194,3,11,08/30/2016 1:00 AM,CalumetBeach201608300100
Montrose Beach,08/30/2016 01:00:00 AM,23.4,0,,0.197,6,10.8,08/30/2016 1:00 AM,MontroseBeach201608300100
Ohio Street Beach,08/30/2016 01:00:00 AM,23.6,0.52,,0.123,3,11.8,08/30/2016 1:00 AM,OhioStreetBeach201608300100
Calumet Beach,08/30/2016 02:00:00 AM,23.4,1.18,,0.187,3,11,08/30/2016 2:00 AM,CalumetBeach201608300200
Montrose Beach,08/30/2016 02:00:00 AM,23.2,0,,0.188,3,10.7,08/30/2016 2:00 AM,MontroseBeach201608300200
Ohio Street Beach,08/30/2016 02:00:00 AM,23.4,0.49,,0.128,6,11.8,08/30/2016 2:00 AM,OhioStreetBeach201608300200
Calumet Beach,08/30/2016 03:00:00 AM,23.3,0.71,,0.182,3,11,08/30/2016 3:00 AM,CalumetBeach201608300300
Montrose Beach,08/30/2016 03:00:00 AM,23.2,0,,0.191,2,10.7,08/30/2016 3:00 AM,MontroseBeach201608300300
Ohio Street Beach,08/30/2016 03:00:00 AM,23.2,0.48,,0.128,2,11.8,08/30/2016 3:00 AM,OhioStreetBeach201608300300
Calumet Beach,08/30/2016 04:00:00 AM,23.2,0.57,,0.189,3,11,08/30/2016 4:00 AM,CalumetBeach201608300400
Montrose Beach,08/30/2016 04:00:00 AM,23.2,0,,0.178,3,10.7,08/30/2016 4:00 AM,MontroseBeach201608300400
Ohio Street Beach,08/30/2016 04:00:00 AM,23.2,0.47,,0.112,3,11.8,08/30/2016 4:00 AM,OhioStreetBeach201608300400
Calumet Beach,08/30/2016 05:00:00 AM,23.2,0.53,,0.172,3,11,08/30/2016 5:00 AM,CalumetBeach201608300500
Montrose Beach,08/30/2016 05:00:00 AM,23.2,0,,0.16,2,10.7,08/30/2016 5:00 AM,MontroseBeach201608300500
Ohio Street Beach,08/30/2016 05:00:00 AM,23.2,0.43,,0.124,2,11.8,08/30/2016 5:00 AM,OhioStreetBeach201608300500
Ohio Street Beach,07/07/2017 10:00:00 AM,21.7,0.72,,0.187,3,11,07/07/2017 10:00 AM,OhioStreetBeach201707071000
Ohio Street Beach,07/17/2017 04:00:00 PM,23.4,3.44,,0.187,3,10.2,07/17/2017 4:00 PM,OhioStreetBeach201707171600
Ohio Street Beach,07/17/2017 05:00:00 PM,23.9,3.75,,0.187,3,10.2,07/17/2017 5:00 PM,OhioStreetBeach201707171700
Ohio Street Beach,07/17/2017 06:00:00 PM,23.6,3.59,,0.187,3,10.2,07/17/2017 6:00 PM,OhioStreetBeach201707171800
Ohio Street Beach,07/17/2017 07:00:00 PM,23.2,3.11,,0.187,3,10.2,07/17/2017 7:00 PM,OhioStreetBeach201707171900
Ohio Street Beach,07/17/2017 08:00:00 PM,22.9,4.19,,0.187,3,10.2,07/17/2017 8:00 PM,OhioStreetBeach201707172000
Ohio Street Beach,07/17/2017 09:00:00 PM,22.7,3.23,,0.187,3,10.2,07/17/2017 9:00 PM,OhioStreetBeach201707172100
Ohio Street Beach,07/17/2017 10:00:00 PM,22.4,3.6,,0.187,3,10.2,07/17/2017 10:00 PM,OhioStreetBeach201707172200
Ohio Street Beach,07/17/2017 11:00:00 PM,22.1,2.66,,0.187,3,10.2,07/17/2017 11:00 PM,OhioStreetBeach201707172300
Ohio Street Beach,07/18/2017 12:00:00 AM,21.9,2.28,,0.187,3,10.2,07/18/2017 12:00 AM,OhioStreetBeach201707182400
Ohio Street Beach,07/18/2017 01:00:00 AM,21.6,2.26,,0.187,3,10.2,07/18/2017 1:00 AM,OhioStreetBeach201707180100
Ohio Street Beach,07/18/2017 02:00:00 AM,21.5,2.1,,0.187,3,10.2,07/18/2017 2:00 AM,OhioStreetBeach201707180200
Ohio Street Beach,07/18/2017 03:00:00 AM,21.4,3.03,,0.187,3,10.2,07/18/2017 3:00 AM,OhioStreetBeach201707180300
Ohio Street Beach,07/18/2017 04:00:00 AM,21.3,3.26,,0.187,3,10.2,07/18/2017 4:00 AM,OhioStreetBeach201707180400
Calumet Beach,08/30/2016 06:00:00 AM,23.1,0.52,,0.147,3,11,08/30/2016 6:00 AM,CalumetBeach201608300600
Montrose Beach,08/30/2016 06:00:00 AM,23.2,0,,0.161,2,10.7,08/30/2016 6:00 AM,MontroseBeach201608300600
Ohio Street Beach,08/30/2016 06:00:00 AM,23.2,0.48,,0.106,3,11.8,08/30/2016 6:00 AM,OhioStreetBeach201608300600
Calumet Beach,08/30/2016 07:00:00 AM,23.1,0.61,,0.151,2,11,08/30/2016 7:00 AM,CalumetBeach201608300700
Montrose Beach,08/30/2016 07:00:00 AM,23.2,0,,0.145,2,10.7,08/30/2016 7:00 AM,MontroseBeach201608300700
Ohio Street Beach,08/30/2016 07:00:00 AM,23.2,0.52,,0.102,2,11.8,08/30/2016 7:00 AM,OhioStreetBeach201608300700
Calumet Beach,08/30/2016 08:00:00 AM,23.1,0.46,,0.142,2,11,08/30/2016 8:00 AM,CalumetBeach201608300800
Montrose Beach,08/30/2016 08:00:00 AM,23.1,0,,0.176,2,10.6,08/30/2016 8:00 AM,MontroseBeach201608300800
Ohio Street Beach,08/30/2016 08:00:00 AM,23.1,0.54,,0.092,7,11.8,08/30/2016 8:00 AM,OhioStreetBeach201608300800
Calumet Beach,08/30/2016 09:00:00 AM,23.2,0.55,,0.13,2,11,08/30/2016 9:00 AM,CalumetBeach201608300900
Montrose Beach,08/30/2016 09:00:00 AM,23.1,0,,0.204,3,10.7,08/30/2016 9:00 AM,MontroseBeach201608300900
Ohio Street Beach,08/30/2016 09:00:00 AM,23.1,0.51,,0.106,2,11.8,08/30/2016 9:00 AM,OhioStreetBeach201608300900
Calumet Beach,08/30/2016 10:00:00 AM,23.2,0.48,,0.175,3,11,08/30/2016 10:00 AM,CalumetBeach201608301000
Montrose Beach,08/30/2016 10:00:00 AM,23.2,0,,0.19,3,10.7,08/30/2016 10:00 AM,MontroseBeach201608301000
Ohio Street Beach,08/30/2016 10:00:00 AM,23.2,0.47,,0.111,3,11.8,08/30/2016 10:00 AM,OhioStreetBeach201608301000
Calumet Beach,08/30/2016 11:00:00 AM,23.3,0.48,,0.22,3,10.9,08/30/2016 11:00 AM,CalumetBeach201608301100
Montrose Beach,08/30/2016 11:00:00 AM,23.3,0,,0.211,3,10.7,08/30/2016 11:00 AM,MontroseBeach201608301100
Ohio Street Beach,08/30/2016 11:00:00 AM,23.3,0.6,,0.108,3,11.7,08/30/2016 11:00 AM,OhioStreetBeach201608301100
Calumet Beach,08/30/2016 12:00:00 PM,23.4,1.49,,0.255,3,11,08/30/2016 12:00 PM,CalumetBeach201608301200
Montrose Beach,08/30/2016 12:00:00 PM,23.4,0,,0.221,3,10.7,08/30/2016 12:00 PM,MontroseBeach201608301200
Ohio Street Beach,08/30/2016 12:00:00 PM,23,0.57,,0.138,3,11.7,08/30/2016 12:00 PM,OhioStreetBeach201608301200
Calumet Beach,08/30/2016 01:00:00 PM,24.5,2.68,,0.247,3,11,08/30/2016 1:00 PM,CalumetBeach201608301300
Montrose Beach,08/30/2016 01:00:00 PM,24,0,,0.247,4,10.6,08/30/2016 1:00 PM,MontroseBeach201608301300
Ohio Street Beach,08/30/2016 01:00:00 PM,23,0.53,,0.15,4,11.7,08/30/2016 1:00 PM,OhioStreetBeach201608301300
Calumet Beach,08/30/2016 02:00:00 PM,24.7,4,,0.213,3,11,08/30/2016 2:00 PM,CalumetBeach201608301400
Montrose Beach,08/30/2016 02:00:00 PM,23.9,0,,0.216,4,10.7,08/30/2016 2:00 PM,MontroseBeach201608301400
Ohio Street Beach,08/30/2016 02:00:00 PM,23.4,0.75,,0.164,3,11.7,08/30/2016 2:00 PM,OhioStreetBeach201608301400
Calumet Beach,08/30/2016 03:00:00 PM,24.6,1.26,,0.208,3,11,08/30/2016 3:00 PM,CalumetBeach201608301500
Montrose Beach,08/30/2016 03:00:00 PM,24.1,0,,0.205,4,10.7,08/30/2016 3:00 PM,MontroseBeach201608301500
Ohio Street Beach,08/30/2016 03:00:00 PM,23.3,0.53,,0.146,3,11.7,08/30/2016 3:00 PM,OhioStreetBeach201608301500
Calumet Beach,08/30/2016 04:00:00 PM,24.7,0.63,,0.187,3,11,08/30/2016 4:00 PM,CalumetBeach201608301600
Montrose Beach,08/30/2016 04:00:00 PM,24.5,0,,0.2,4,10.7,08/30/2016 4:00 PM,MontroseBeach201608301600
Ohio Street Beach,08/30/2016 04:00:00 PM,23.5,0.5,,0.147,3,11.7,08/30/2016 4:00 PM,OhioStreetBeach201608301600
Calumet Beach,08/30/2016 05:00:00 PM,24.5,0.86,,0.153,3,11,08/30/2016 5:00 PM,CalumetBeach201608301700
Ohio Street Beach,06/08/2017 01:00:00 PM,17.5,2.16,,0.187,3,10.7,06/08/2017 1:00 PM,OhioStreetBeach201706081300
Ohio Street Beach,08/30/2016 05:00:00 PM,23.3,0.4,,0.147,3,11.7,08/30/2016 5:00 PM,OhioStreetBeach201608301700
Calumet Beach,08/30/2016 06:00:00 PM,23.8,0.47,,0.14,3,11,08/30/2016 6:00 PM,CalumetBeach201608301800
Ohio Street Beach,08/30/2016 06:00:00 PM,23.1,0.61,,0.186,3,11.7,08/30/2016 6:00 PM,OhioStreetBeach201608301800
Montrose Beach,08/30/2016 05:00:00 PM,24.7,0,,0.18,3,10.6,08/30/2016 5:00 PM,MontroseBeach201608301700
Calumet Beach,08/30/2016 07:00:00 PM,23.6,0.66,,0.142,3,11,08/30/2016 7:00 PM,CalumetBeach201608301900
Montrose Beach,08/30/2016 07:00:00 PM,23.7,0,,0.196,2,10.7,08/30/2016 7:00 PM,MontroseBeach201608301900
Ohio Street Beach,08/30/2016 07:00:00 PM,23.1,0.5,,0.134,3,11.7,08/30/2016 7:00 PM,OhioStreetBeach201608301900
Calumet Beach,08/30/2016 08:00:00 PM,23.5,0.57,,0.188,3,11,08/30/2016 8:00 PM,CalumetBeach201608302000
Montrose Beach,08/30/2016 08:00:00 PM,23.7,0,,0.155,3,10.7,08/30/2016 8:00 PM,MontroseBeach201608302000
Ohio Street Beach,08/30/2016 08:00:00 PM,23.1,0.51,,0.125,2,11.7,08/30/2016 8:00 PM,OhioStreetBeach201608302000
Calumet Beach,08/30/2016 09:00:00 PM,23.4,0.65,,0.205,3,11,08/30/2016 9:00 PM,CalumetBeach201608302100
Montrose Beach,08/30/2016 09:00:00 PM,23.7,0,,0.169,3,10.7,08/30/2016 9:00 PM,MontroseBeach201608302100
Ohio Street Beach,08/30/2016 09:00:00 PM,23.1,0.48,,0.11,3,11.7,08/30/2016 9:00 PM,OhioStreetBeach201608302100
Calumet Beach,08/30/2016 10:00:00 PM,23,0.56,,0.187,3,11,08/30/2016 10:00 PM,CalumetBeach201608302200
Montrose Beach,08/30/2016 10:00:00 PM,23.7,0,,0.157,2,10.7,08/30/2016 10:00 PM,MontroseBeach201608302200
Ohio Street Beach,08/30/2016 10:00:00 PM,23,0.46,,0.109,3,11.7,08/30/2016 10:00 PM,OhioStreetBeach201608302200
Calumet Beach,08/30/2016 11:00:00 PM,22.7,0.75,,0.161,3,11,08/30/2016 11:00 PM,CalumetBeach201608302300
Montrose Beach,08/30/2016 11:00:00 PM,23.7,0,,0.144,2,10.7,08/30/2016 11:00 PM,MontroseBeach201608302300
Ohio Street Beach,08/30/2016 11:00:00 PM,23,0.56,,0.104,3,11.7,08/30/2016 11:00 PM,OhioStreetBeach201608302300
Calumet Beach,08/31/2016 12:00:00 AM,22.7,0.6,,0.149,3,11,08/31/2016 12:00 AM,CalumetBeach201608312400
Montrose Beach,08/31/2016 12:00:00 AM,23.6,0,,0.108,8,10.7,08/31/2016 12:00 AM,MontroseBeach201608312400
Ohio Street Beach,08/31/2016 12:00:00 AM,23,0.55,,0.087,2,11.7,08/31/2016 12:00 AM,OhioStreetBeach201608312400
Montrose Beach,08/31/2016 01:00:00 AM,23.5,0,,0.116,7,10.7,08/31/2016 1:00 AM,MontroseBeach201608310100
Ohio Street Beach,08/31/2016 01:00:00 AM,22.9,0.53,,0.079,3,11.7,08/31/2016 1:00 AM,OhioStreetBeach201608310100
Montrose Beach,08/31/2016 02:00:00 AM,23.4,0,,0.095,6,10.7,08/31/2016 2:00 AM,MontroseBeach201608310200
Ohio Street Beach,08/31/2016 02:00:00 AM,22.9,0.53,,0.094,6,11.7,08/31/2016 2:00 AM,OhioStreetBeach201608310200
Calumet Beach,08/31/2016 01:00:00 AM,22.7,0.42,,0.129,3,11,08/31/2016 1:00 AM,CalumetBeach201608310100
Calumet Beach,08/31/2016 03:00:00 AM,22.5,0.36,,0.161,3,11,08/31/2016 3:00 AM,CalumetBeach201608310300
Montrose Beach,08/31/2016 03:00:00 AM,23.3,0,,0.099,5,10.7,08/31/2016 3:00 AM,MontroseBeach201608310300
Ohio Street Beach,08/31/2016 03:00:00 AM,22.8,0.55,,0.071,3,11.7,08/31/2016 3:00 AM,OhioStreetBeach201608310300
Calumet Beach,08/31/2016 04:00:00 AM,22.5,0.37,,0.153,3,11,08/31/2016 4:00 AM,CalumetBeach201608310400
Montrose Beach,08/31/2016 04:00:00 AM,23.2,0,,0.158,2,10.7,08/31/2016 4:00 AM,MontroseBeach201608310400
Ohio Street Beach,08/31/2016 04:00:00 AM,22.8,0.66,,0.075,5,11.7,08/31/2016 4:00 AM,OhioStreetBeach201608310400
Calumet Beach,08/31/2016 05:00:00 AM,22.4,0.46,,0.147,2,11,08/31/2016 5:00 AM,CalumetBeach201608310500
Montrose Beach,08/31/2016 05:00:00 AM,23.1,0,,0.34,3,10.7,08/31/2016 5:00 AM,MontroseBeach201608310500
Ohio Street Beach,08/31/2016 05:00:00 AM,22.7,0.59,,0.201,3,11.7,08/31/2016 5:00 AM,OhioStreetBeach201608310500
Calumet Beach,08/31/2016 06:00:00 AM,22.3,0.43,,0.133,3,10.9,08/31/2016 6:00 AM,CalumetBeach201608310600
Montrose Beach,08/31/2016 06:00:00 AM,23,0,,0.361,4,10.7,08/31/2016 6:00 AM,MontroseBeach201608310600
Ohio Street Beach,08/31/2016 06:00:00 AM,22.7,0.97,,0.268,4,11.7,08/31/2016 6:00 AM,OhioStreetBeach201608310600
Ohio Street Beach,06/08/2017 02:00:00 PM,17.9,2.44,,0.187,3,10.7,06/08/2017 2:00 PM,OhioStreetBeach201706081400
Ohio Street Beach,07/07/2017 11:00:00 AM,22,0.66,,0.187,3,10.9,07/07/2017 11:00 AM,OhioStreetBeach201707071100
Ohio Street Beach,07/07/2017 12:00:00 PM,22.7,0.83,,0.187,3,10.9,07/07/2017 12:00 PM,OhioStreetBeach201707071200
Ohio Street Beach,07/07/2017 01:00:00 PM,22.6,0.68,,0.187,3,10.9,07/07/2017 1:00 PM,OhioStreetBeach201707071300
Ohio Street Beach,07/07/2017 02:00:00 PM,22.7,0.66,,0.187,3,10.9,07/07/2017 2:00 PM,OhioStreetBeach201707071400
Ohio Street Beach,07/07/2017 03:00:00 PM,23.5,0.92,,0.187,3,10.9,07/07/2017 3:00 PM,OhioStreetBeach201707071500
Ohio Street Beach,07/07/2017 04:00:00 PM,24,1.89,,0.187,3,10.9,07/07/2017 4:00 PM,OhioStreetBeach201707071600
Ohio Street Beach,07/07/2017 05:00:00 PM,24.1,1.81,,0.187,3,10.9,07/07/2017 5:00 PM,OhioStreetBeach201707071700
Ohio Street Beach,07/07/2017 06:00:00 PM,24.1,1.69,,0.187,3,10.9,07/07/2017 6:00 PM,OhioStreetBeach201707071800
Ohio Street Beach,07/07/2017 07:00:00 PM,23.6,1.73,,0.187,3,10.9,07/07/2017 7:00 PM,OhioStreetBeach201707071900
Ohio Street Beach,07/07/2017 08:00:00 PM,23.3,1.19,,0.187,3,10.9,07/07/2017 8:00 PM,OhioStreetBeach201707072000
Ohio Street Beach,07/07/2017 09:00:00 PM,23.2,1.98,,0.187,3,10.9,07/07/2017 9:00 PM,OhioStreetBeach201707072100
Ohio Street Beach,07/07/2017 10:00:00 PM,22.8,1.95,,0.187,3,10.9,07/07/2017 10:00 PM,OhioStreetBeach201707072200
Ohio Street Beach,07/07/2017 11:00:00 PM,22.5,5.16,,0.187,3,10.9,07/07/2017 11:00 PM,OhioStreetBeach201707072300
Ohio Street Beach,07/08/2017 12:00:00 AM,22.3,3.58,,0.187,3,10.9,07/08/2017 12:00 AM,OhioStreetBeach201707082400
Ohio Street Beach,07/08/2017 01:00:00 AM,22.1,4.23,,0.187,3,10.9,07/08/2017 1:00 AM,OhioStreetBeach201707080100
Ohio Street Beach,07/08/2017 02:00:00 AM,21.6,1.82,,0.187,3,10.9,07/08/2017 2:00 AM,OhioStreetBeach201707080200
Ohio Street Beach,07/08/2017 03:00:00 AM,21.4,2.83,,0.187,3,10.9,07/08/2017 3:00 AM,OhioStreetBeach201707080300
Ohio Street Beach,07/08/2017 04:00:00 AM,21.3,3.24,,0.187,3,10.9,07/08/2017 4:00 AM,OhioStreetBeach201707080400
Ohio Street Beach,07/08/2017 05:00:00 AM,21.2,3.57,,0.187,3,10.9,07/08/2017 5:00 AM,OhioStreetBeach201707080500
Ohio Street Beach,07/08/2017 06:00:00 AM,21.1,3.95,,0.187,3,10.9,07/08/2017 6:00 AM,OhioStreetBeach201707080600
Ohio Street Beach,07/08/2017 07:00:00 AM,21.1,3.62,,0.187,3,10.9,07/08/2017 7:00 AM,OhioStreetBeach201707080700
Ohio Street Beach,07/08/2017 08:00:00 AM,21.1,5.47,,0.187,3,10.9,07/08/2017 8:00 AM,OhioStreetBeach201707080800
Ohio Street Beach,07/08/2017 09:00:00 AM,21.1,4.88,,0.187,3,10.9,07/08/2017 9:00 AM,OhioStreetBeach201707080900
Ohio Street Beach,07/08/2017 10:00:00 AM,21,2.92,,0.187,3,10.9,07/08/2017 10:00 AM,OhioStreetBeach201707081000
Calumet Beach,08/31/2016 07:00:00 AM,22.3,0.37,,0.193,3,10.9,08/31/2016 7:00 AM,CalumetBeach201608310700
Montrose Beach,08/31/2016 07:00:00 AM,23,0,,0.383,4,10.7,08/31/2016 7:00 AM,MontroseBeach201608310700
Ohio Street Beach,08/31/2016 07:00:00 AM,22.6,1.32,,0.287,4,11.7,08/31/2016 7:00 AM,OhioStreetBeach201608310700
Calumet Beach,08/31/2016 08:00:00 AM,22.3,0.43,,0.233,4,10.9,08/31/2016 8:00 AM,CalumetBeach201608310800
Montrose Beach,08/31/2016 08:00:00 AM,23,0,,0.398,5,10.7,08/31/2016 8:00 AM,MontroseBeach201608310800
Ohio Street Beach,08/31/2016 08:00:00 AM,22.5,1.72,,0.295,5,11.7,08/31/2016 8:00 AM,OhioStreetBeach201608310800
Calumet Beach,08/31/2016 09:00:00 AM,22.3,0.58,,0.242,5,10.9,08/31/2016 9:00 AM,CalumetBeach201608310900
Montrose Beach,08/31/2016 09:00:00 AM,22.8,0,,0.432,5,10.7,08/31/2016 9:00 AM,MontroseBeach201608310900
Ohio Street Beach,08/31/2016 09:00:00 AM,22.5,2.42,,0.329,5,11.7,08/31/2016 9:00 AM,OhioStreetBeach201608310900
Calumet Beach,08/31/2016 10:00:00 AM,22.4,0.64,,0.26,5,10.9,08/31/2016 10:00 AM,CalumetBeach201608311000
Montrose Beach,08/31/2016 10:00:00 AM,22.8,0,,0.44,6,10.7,08/31/2016 10:00 AM,MontroseBeach201608311000
Ohio Street Beach,08/31/2016 10:00:00 AM,22.5,3.79,,0.325,6,11.7,08/31/2016 10:00 AM,OhioStreetBeach201608311000
